codigo_municipio_4d,Departamento,Municipio,maga_department,maga_municipality,mapped_area_ha,agricultural_land_ha,maize_bean_ha,A,total,agricultural_share_pct,agricultural_land_share_of_mapped_pct,maize_bean_share_of_agricultural_land_pct,ag_workers_per_100_agricultural_ha
1708,Petén,Dolores,Petén,Dolores,165712.0000003422,94019.49219165654,9583.990730877418,4787,7816,61.24616171954964,56.73668303530364,10.19362103269041,5.091497399541164
1709,Petén,San Luis,Petén,San Luis,308449.0000003937,152482.87652092494,31186.795193514095,13027,19187,67.89492885808099,49.435360957801876,20.45265403242468,8.543254362211831
1710,Petén,Sayaxché,Petén,Sayaxché,266145.0000004213,152401.17962826157,35540.24889182651,11426,21454,53.25813368136478,57.26246205189664,23.32019278231089,7.497317296277108
1711,Petén,Melchor De Mencos,Petén,Melchor de Mencos,210510.99999975975,42295.98416841182,3003.89660551805,3958,9656,40.990057995029,20.092054176959916,7.102084664958498,9.357862401877808
1712,Petén,Poptún,Petén,Poptún,108896.00000041157,40873.97459256754,4130.492902303495,6299,17342,36.3222235036328,37.53487234830761,10.105434921551714,15.4107841549263
1713,Petén,Las Cruces,Petén,Las Cruces,175533.00000020018,70712.04630480165,9863.60333694311,7182,10073,71.29951355107714,40.284189471336454,13.94897171328689,10.156685282507956
1714,Petén,El Chal,Petén,El Chal,95667.00000002036,50373.85656920373,4276.74565173832,2344,4090,57.31051344743276,52.655415732899556,8.490010380410157,4.653207357232629
1801,Izabal,Puerto Barrios,Izabal,Puerto Barrios,119754.95696763192,71056.69946138568,1876.82304488859,4927,40128,12.278209728867624,59.33507995046193,2.6413034367132564,6.933899318919925
1802,Izabal,Livingston,Izabal,Livingston,234865.53165909453,101058.807659434,4191.70496673695,9560,21142,45.218049380380286,43.02836901845608,4.147787871061081,9.459838505335423
1803,Izabal,El Estor,Izabal,El Estor,157068.12819494735,36178.96437143149,11110.92649501092,9076,19779,45.88705192375752,23.033931063676683,30.711013120609383,25.086400779251743
1804,Izabal,Morales,Izabal,Morales,132572.11194056715,88990.62587234814,1101.11007962962,11916,35324,33.73343902162836,67.12620367113345,1.237332661542462,13.390174395551286
1805,Izabal,Los Amates,Izabal,Los Amates,104134.27123700573,56323.91218818101,2684.696252417777,10114,18764,53.901087188232786,54.08777678963142,4.76653014344613,17.956849244080594
1901,Zacapa,Zacapa,Zacapa,Zacapa,41049.6920822818,8162.7600085343065,2084.978712815596,3687,24262,15.196603742477949,19.885070007766473,25.54257029038848,45.16854588576876
1902,Zacapa,Estanzuela,Zacapa,Estanzuela,9545.331894128876,5370.114330988405,258.954942672806,617,3338,18.484122228879567,56.25906349355378,4.822149524424439,11.48951329470926
1903,Zacapa,Río Hondo,Zacapa,Río Hondo,45680.8471034165,6554.053079113976,490.59981756288,1355,7823,17.3207209510418,14.347485860488334,7.485441628879862,20.674229879492806
1904,Zacapa,Gualán,Zacapa,Gualán,78138.59089484402,21881.38779197859,1912.231116907011,6100,15485,39.392960929932194,28.003304822102226,8.739076036155295,27.877573662106453
1905,Zacapa,Teculután,Zacapa,Teculután,21166.706318479803,2808.856042498361,65.18010983237001,795,6553,12.131848008545704,13.270161168372528,2.3205215520548714,28.3033373007212
1906,Zacapa,Usumatlán,Zacapa,Usumatlán,10806.601804181584,1511.927990995935,367.548411220962,1042,4132,25.21781219748306,13.990780991031786,24.30991511565647,68.91862616510032
1907,Zacapa,Cabañas,Zacapa,Cabañas,13838.217678104533,3448.617187110024,1213.371581588258,1481,4164,35.56676272814601,24.92096357586993,35.18429317476886,42.94474914570303
1908,Zacapa,San Diego,Zacapa,San Diego,10336.853220985233,3114.537897484615,2247.111641025404,866,2245,38.57461024498886,30.130425874304525,72.14911858482223,27.80508789761091
1909,Zacapa,La Unión,Zacapa,La Unión,21463.34097681089,13970.066437024374,1265.331242255422,5124,7689,66.6406554818572,65.08803290278857,9.05744613283985,36.67842256225814
1910,Zacapa,Huité,Zacapa,Huité,8485.543211382932,3184.67357426062,1924.6843790196301,1415,3354,42.188431723315446,37.530579892499276,60.435844809196205,44.43155529145614
1911,Zacapa,San Jorge,Zacapa,San Jorge,8228.274815239054,3855.464721645959,1528.9290340626176,875,3315,26.395173453996982,46.856295009805734,39.65615417199029,22.69505917373428
2001,Chiquimula,Chiquimula,Chiquimula,Chiquimula,36495.773929790776,13419.000126178424,7620.222185797839,8285,37579,22.04688788951276,36.76864108154933,56.7868105979964,61.740814681395136
2002,Chiquimula,San José La Arada,Chiquimula,San José La Arada,11530.963501654029,4085.430903986375,2942.097898920319,1252,2733,45.810464690815955,35.43009136574191,72.01438399189558,30.645482188386936
2003,Chiquimula,San Juan Ermita,Chiquimula,San Juan Ermita,8048.009868066582,4751.949753395974,2061.341900857444,2081,4369,47.63103685053788,59.045028911446416,43.37886568317161,43.79255059489668
2004,Chiquimula,Jocotán,Chiquimula,Jocotán,25100.164652478015,13734.296954951616,6002.384157957723,6540,12441,52.568121533638774,54.717955619449285,43.70361422681842,47.618018027796744
2005,Chiquimula,Camotán,Chiquimula,Camotán,23047.188393807093,13685.662006507731,4430.749258306515,4515,8666,52.10016155088853,59.38104801618728,32.37511825295429,32.9907314520339
2006,Chiquimula,Olopa,Chiquimula,Olopa,11210.923568114722,9291.95058888785,364.20980371088,4950,6786,72.94429708222812,82.8830072066081,3.9196269957185828,53.271914789556185
2007,Chiquimula,Esquipulas,Chiquimula,Esquipulas,50079.4528450126,31398.906820589735,1715.58992726587,5851,18708,31.275390207397905,62.698182661388124,5.463852410749783,18.634406711775153
2008,Chiquimula,Concepción Las Minas,Chiquimula,Concepción Las Minas,21483.46686104732,7210.311763826858,1162.3777521848,1394,3386,41.16952155936208,33.56214250922514,16.12104705397469,19.333421988678857
2009,Chiquimula,Quezaltepeque,Chiquimula,Quezaltepeque,24446.305432108435,9664.465111033229,1305.96863195626,3943,9032,43.655890168290526,39.533438448902224,13.513097899906834,40.79894701568697
2010,Chiquimula,San Jacinto,Chiquimula,San Jacinto,7074.339407376319,3086.885501431735,1633.831391140015,1680,3458,48.582995951417004,43.63496467547317,52.928150084679984,54.42378731640016
2011,Chiquimula,Ipala,Chiquimula,Ipala,22999.411540526584,13087.508471158664,7022.246915720767,3740,7662,48.81232054293918,56.90366663554653,53.65610216181256,28.57686784495269
2101,Jalapa,Jalapa,Jalapa,Jalapa,68496.15841341861,40509.92203240625,5497.314697838633,22021,53916,40.84316343942429,59.141889079242475,13.57029197301592,54.35952205087958
2102,Jalapa,San Pedro Pinula,Jalapa,San Pedro Pinula,53058.360289161836,25986.020032806933,7611.205073923575,11233,17698,63.47044863826421,48.976296838398646,29.28961443235459,43.22708897252645
2103,Jalapa,San Luis Jilotepeque,Jalapa,San Luis Jilotepeque,20994.115373077628,8855.842639990307,5175.760886417301,4393,9113,48.2058597607813,42.18249963200086,58.444589598341885,49.60566914505166
2104,Jalapa,San Manuel Chaparrón,Jalapa,San Manuel Chaparrón,12871.06058779167,4873.223823600799,3363.2790112252433,1587,2776,57.168587896253605,37.861866862961556,69.01548406081899,32.56571127134018
2105,Jalapa,San Carlos Alzatate,Jalapa,San Carlos Alzatate,8976.028973600023,7338.86030619789,782.08810085772,4164,5642,73.80361573909961,81.76065749991099,10.656805937527151,56.739055197485854
2106,Jalapa,Monjas,Jalapa,Monjas,14802.917037364192,8092.997569948897,2525.713179593308,4048,9494,42.63745523488519,54.67164039034523,31.20862397107153,50.018549554878476
2107,Jalapa,Mataquescuintla,Jalapa,Mataquescuintla,23779.359325453308,17526.315392886183,1838.736916359059,8105,14340,56.52022315202232,73.70390073598873,10.491291952359767,46.2447457911762
2201,Jutiapa,Jutiapa,Jutiapa,Jutiapa,62260.69566659338,27285.40224856465,9515.078360487381,15676,45272,34.62625905637039,43.82444165847141,34.872413731734234,57.451965916407325
2202,Jutiapa,El Progreso,Jutiapa,El Progreso,9916.151092528495,7557.554519382651,1655.173287235805,2036,8331,24.438842876005282,76.21459625677778,21.900910975776988,26.939931359784797
2203,Jutiapa,Santa Catarina Mita,Jutiapa,Santa Catarina Mita,20159.32485377589,8408.311556160255,4125.126208185199,4009,10127,39.587242026266416,41.70929144279035,49.060101788961084,47.67901347640777
2204,Jutiapa,Agua Blanca,Jutiapa,Agua Blanca,23807.345129959485,13701.16582893128,6722.73114831117,2984,5257,56.76241202206582,57.55016258276337,49.06685483738545,21.779168555853897
2205,Jutiapa,Asunción Mita,Jutiapa,Asunción Mita,50145.42762022849,22217.25809599641,6349.232261426949,5809,17608,32.99068605179464,44.30565088457646,28.57792907654564,26.146340718105048
2206,Jutiapa,Yupiltepeque,Jutiapa,Yupiltepeque,5539.911554850016,3897.195117729519,1949.449856320738,2855,5728,49.84287709497207,70.34760535694201,50.02186950948648,73.25781526851816
2207,Jutiapa,Atescatempa,Jutiapa,Atescatempa,8533.797340916914,5902.419512547673,1447.249898742891,2490,6631,37.550897300557985,69.1652177424861,24.519604132953468,42.18608986885171
2208,Jutiapa,Jerez,Jutiapa,Jerez,5215.792719687897,3433.893316725141,1996.1787468219109,1088,2371,45.887811050189796,65.83646055878191,58.13164716269171,31.684152640991517
2209,Jutiapa,El Adelanto,Jutiapa,El Adelanto,2965.119186650984,1147.805898966648,528.068288548658,556,1840,30.217391304347824,38.710278633455594,46.0067585489907,48.44024590747949
2210,Jutiapa,Zapotitlán,Jutiapa,Zapotitlán,7828.504574023399,4077.2102802734344,2702.8460880046764,1071,2845,37.64499121265378,52.081597982358765,66.2915548182963,26.267960845232007
2211,Jutiapa,Comapa,Jutiapa,Comapa,17326.07308574776,8554.606668910044,3017.6638552833,5075,9548,53.152492668621704,49.37418090396358,35.275308054201695,59.3247614579878
2212,Jutiapa,Jalpatagua,Jutiapa,Jalpatagua,22794.095256351018,13542.4021436573,6155.429069515086,3453,8865,38.95093062605753,59.41188711968746,45.45300755522191,25.497692088676025
2213,Jutiapa,Conguaco,Jutiapa,Conguaco,13182.29247346766,9157.1583568792,5538.668044185624,4680,6324,74.00379506641366,69.4655984557318,60.48457205094384,51.107557799131094
2214,Jutiapa,Moyuta,Jutiapa,Moyuta,41119.27546043749,27997.536229494366,3729.309785037415,5908,11900,49.64705882352941,68.08859328377983,13.320135580747014,21.101856790441943
2215,Jutiapa,Pasaco,Jutiapa,Pasaco,14832.694524533363,8521.213068623883,709.10012544265,1369,2648,51.69939577039275,57.44885431658926,8.321586606649243,16.06578768744582
2216,Jutiapa,San José Acatempa,Jutiapa,San José Acatempa,11201.722131755281,6862.360609838466,993.182776768246,2057,3899,52.75711720954091,61.261657173093546,14.472902740557444,29.975107939546476
2217,Jutiapa,Quesada,Jutiapa,Quesada,13933.77732859274,5939.115908054601,3535.295878948715,3090,7455,41.4486921529175,42.6238755507257,59.525625256010976,52.02794570500563
