rank_2026_C,codigo_municipio_4d,department,municipality,rainfall_2026_may_aug_mm,historical_median_rainfall_mm_1981_2025,historical_sd_rainfall_mm_1981_2025,z_2026_common_1981_2025,H_2026,agricultural_workers_ine_2018,total_workers_ine_2018,agricultural_dependence_pct,mapped_agricultural_land_ha_maga_2025,ag_workers_per_100_mapped_agricultural_ha,d_dependency_percentile,p_density_percentile,E_structural_exposure,C_impact_2026,z_2015_common_1981_2025,H_2015,C_impact_2015
176,0914,Quetzaltenango,Cantel,400.49656124204097,769.711728790942,156.33656089803773,-2.4080263711274323,2.4080263711274323,1459,18508,7.883077588070024,1763.069494323493,82.75340278403674,6.764705882352941,77.05882352941177,41.91176470588236,100.92463467225268,-1.41005870810477,1.41005870810477,59.09804879556757
177,2208,Jutiapa,Jerez,724.2627041624858,1091.5380927321694,181.97122414511912,-2.08373488822882,2.08373488822882,1088,2371,45.8878110501898,3433.893316725141,31.68415264099152,65.58823529411765,30.88235294117647,48.23529411764706,100.50956519691955,-2.656820283615304,2.656820283615304,128.15250779791467
178,1304,Huehuetenango,Cuilco,435.3501435688401,557.4135230450436,110.30683348187851,-1.3028100617108342,1.3028100617108342,9316,13495,69.03297517599111,16347.690410606272,56.986643164931984,95.0,59.11764705882353,77.05882352941177,100.39301063771724,-1.3438586492930724,1.3438586492930724,103.55616650434852
179,0106,Guatemala,Chinautla,367.66835335320656,744.2927053996855,175.818569432629,-2.352328174715044,2.352328174715044,764,47498,1.6084887784748831,756.343246753478,101.01233841637216,1.7647058823529411,82.94117647058825,42.352941176470594,99.62801681146072,-1.5180116375395185,1.5180116375395185,64.29225758990903
180,1020,Suchitepéquez,Río Bravo,847.7368777169004,1699.4874854134027,356.22842430425106,-2.588280373907698,2.588280373907698,3127,7643,40.91325395786995,13078.95926048934,23.90863017248213,55.58823529411765,20.88235294117647,38.23529411764706,98.96366135529432,-1.6584416552742365,1.6584416552742365,63.41100446636786
181,1503,Baja Verapaz,Rabinal,400.9843892965546,569.9419300555348,129.6217888424621,-1.6169998869879896,1.6169998869879896,4888,14073,34.733177005613584,5581.093987613844,87.58139552653958,43.23529411764706,79.11764705882352,61.17647058823529,98.92234602750054,-1.974599298351384,1.974599298351384,120.79901589914346
182,1018,Suchitepéquez,Zunilito,1017.0361608752812,1928.661596911143,349.9310223871798,-2.7901175623705448,2.7901175623705448,587,2935,20.0,1234.2350529776,47.55982246524751,20.88235294117647,49.70588235294117,35.294117647058826,98.474737495431,-1.6482788148121226,1.6482788148121226,58.17454640513374
183,0802,Totonicapán,San Cristóbal Totonicapán,287.98474959256373,538.102572222698,115.37663651756306,-2.306645237794021,2.306645237794021,2131,12751,16.71241471257156,3140.021292489592,67.86578183711676,17.058823529411764,68.23529411764706,42.64705882352941,98.3716351412156,-1.364511554890545,1.364511554890545,58.19240454680266
184,0102,Guatemala,Santa Catarina Pinula,483.9375643512376,964.5615816898904,188.28410955681804,-2.633526651333277,2.633526651333277,531,36964,1.4365328427659343,706.401221551772,75.16974543638769,1.4705882352941175,72.94117647058823,37.20588235294117,97.98268276284104,-1.365878363661181,1.365878363661181,50.818709706805706
185,1415,Quiché,Uspantán,1139.124112257338,1703.8583214946364,319.36561943009195,-1.8708935590581453,1.8708935590581453,8768,15670,55.95405232929164,36061.87694421138,24.313764958946297,83.23529411764706,21.47058823529412,52.35294117647059,97.94678044480878,-2.07580004590678,2.07580004590678,108.6742376974726
186,2008,Chiquimula,Concepción Las Minas,529.0920663805923,985.283206332082,172.86779170666156,-2.657242559852803,2.657242559852803,1394,3386,41.16952155936208,7210.311763826858,19.333421988678857,56.1764705882353,16.76470588235294,36.47058823529412,96.91119924169044,-2.6074692434497515,2.6074692434497515,95.09593711404976
187,0915,Quetzaltenango,Huitán,385.6514743938964,535.7630949339635,111.25669226851754,-1.5458513615964615,1.5458513615964615,1091,2552,42.75078369905956,1689.7877722066253,64.56432091322968,59.41176470588236,65.88235294117646,62.647058823529406,96.84304118236656,-0.945411229689027,0.945411229689027,59.22723291875375
188,1616,Alta Verapaz,Santa Catalina La Tinta,951.8540782206594,1411.3139346209184,302.5543822008545,-1.6896860331579535,1.6896860331579535,4541,9767,46.49329374424081,9814.641235999534,46.26761071351112,66.17647058823529,48.23529411764706,57.20588235294117,96.65998042624176,-2.0132063948684924,2.0132063948684924,115.16724817703582
189,0506,Escuintla,Tiquisate,518.0604294920137,1119.221147502282,216.54027105385555,-2.684362714839344,2.684362714839344,8337,20469,40.72988421515463,43518.1817447844,19.157509955018234,54.70588235294118,16.176470588235293,35.44117647058824,95.13697268768853,-1.937363857416338,1.937363857416338,68.66245435843199
190,0612,Santa Rosa,Santa Cruz Naranjo,529.1321058729179,953.52161988619,174.95455960334098,-2.563465946478757,2.563465946478757,1870,5869,31.86232748338729,4994.697605243585,37.43970401805341,35.588235294117645,37.64705882352941,36.61764705882353,93.86809127547212,-1.216021646216417,1.216021646216417,44.52785145704233
191,1609,Alta Verapaz,San Pedro Carchá,1185.979981599034,1574.4281755045315,296.76549226011576,-1.3570949398755294,1.3570949398755294,43260,72090,60.008322929671245,91053.12940362965,47.51072289699417,88.8235294117647,49.41176470588236,69.11764705882352,93.79920907963218,-2.083883307929706,2.083883307929706,144.03311098925906
192,0921,Quetzaltenango,Génova,1034.6696776973708,1599.5209123080706,310.6797081318067,-1.8573459834357504,1.8573459834357504,4427,8788,50.3755120619026,15472.595131620086,28.611877725365535,72.94117647058823,27.647058823529413,50.294117647058826,93.4135774022098,-0.7391018651843448,0.7391018651843448,37.17247616074205
193,1017,Suchitepéquez,Santo Tomás La Unión,1072.6798941228371,2052.530053181747,396.6460686889938,-2.645376531056186,2.645376531056186,550,4017,13.691809808314662,1005.2638885823,54.7120021167429,13.529411764705882,57.05882352941176,35.29411764705882,93.36623050786535,-1.6383528066911768,1.6383528066911768,57.82421670674741
194,1204,San Marcos,Comitancillo,502.68382435064143,643.3554950121808,118.35530710005204,-1.2252024128635364,1.2252024128635364,6057,11769,51.465715014019885,7188.223140980978,84.26282658739778,74.11764705882354,77.94117647058823,76.02941176470588,93.151418742713,-0.9660168281510372,0.9660168281510372,73.44569119913032
195,1319,Huehuetenango,Colotenango,672.7598006373935,817.9713178903348,163.9158683527941,-1.0541732265691188,1.0541732265691188,4104,6264,65.51724137931035,3930.230984073029,104.42134359611832,92.3529411764706,84.11764705882354,88.23529411764707,93.0152846972752,-1.2430028026874536,1.2430028026874536,109.6767178841871
196,1012,Suchitepéquez,San Gabriel,887.5575719534318,1755.039004031299,331.2003191366025,-2.65584303404318,2.65584303404318,203,2966,6.844234659474039,325.430299510949,62.37894882715742,5.294117647058823,64.70588235294117,35.0,92.95450619151129,-1.5055285342164342,1.5055285342164342,52.6934986975752
197,1316,Huehuetenango,San Juan Atitán,577.0177784000648,708.6389319629626,145.54776689645374,-1.0784187031629815,1.0784187031629815,2646,4927,53.70407956159935,1870.0647311509936,141.49242835949488,80.0,92.05882352941175,86.02941176470588,92.77572666916826,-1.179587755405317,1.179587755405317,101.47924072236918
198,0203,El Progreso,San Agustín Acasaguastlán,488.1936653593334,803.7139101189359,209.5548364947244,-1.7312607801974704,1.7312607801974704,4574,13750,33.265454545454546,6750.147167088978,67.76148559102529,38.52941176470589,67.94117647058823,53.23529411764706,92.16417682815946,-1.918144586793704,1.918144586793704,102.1129912381354
199,0718,Sololá,San Pedro La Laguna,747.0318694880498,1451.8389551521482,288.5893155384523,-2.484609223315437,2.484609223315437,843,4284,19.677871148459385,1635.8942495291271,51.53144833430692,20.0,54.11764705882353,37.05882352941177,92.07669474639562,-1.48690200923835,1.48690200923835,55.1028391658918
200,2207,Jutiapa,Atescatempa,649.2401534054491,996.663723770862,168.99465373614626,-1.9998522313033016,1.9998522313033016,2490,6631,37.55089730055799,5902.419512547673,42.18608986885171,48.52941176470589,43.23529411764706,45.88235294117647,91.75792590685737,-2.5659276694963937,2.5659276694963937,117.73079895336394
201,1908,Zacapa,San Diego,355.05426468120794,794.9275759823421,194.1117905611285,-2.408479603679249,2.408479603679249,866,2245,38.57461024498886,3114.537897484615,27.80508789761091,50.294117647058826,25.294117647058822,37.794117647058826,91.02636149199516,-2.008271480718675,2.008271480718675,75.90084860951463
202,1104,Retalhuleu,San Martín Zapotitlán,1195.7858053433526,2145.971502859606,364.0777721460596,-2.689121780918432,2.689121780918432,318,3918,8.116385911179172,542.473070914802,58.62042137202115,7.0588235294117645,60.588235294117645,33.8235294117647,90.95558964871164,-1.496258656046224,1.496258656046224,50.608748660386986
203,1216,San Marcos,Catarina,1192.0650546999775,1877.109542431272,334.6401908015692,-2.067709675162645,2.067709675162645,2690,8419,31.951538187433187,5458.1946354502525,49.28369506152833,35.88235294117647,51.47058823529412,43.67647058823529,90.31026081225082,-0.6272835379838246,0.6272835379838246,27.397530997234693
204,1208,San Marcos,Sibinal,1333.241660178641,1838.5868043429589,331.083281643202,-1.731820073716087,1.731820073716087,1195,3530,33.85269121813031,1950.1127210649672,61.27850903651375,40.588235294117645,62.94117647058823,51.76470588235294,89.64715675706803,-0.979803383441005,0.979803383441005,50.71923396635791
205,1201,San Marcos,San Marcos,669.4101814938791,942.2986210847774,169.1414295732993,-1.8345112677624973,1.8345112677624973,3128,15742,19.870410367170628,3755.289626861791,83.29583895807254,20.294117647058822,77.3529411764706,48.82352941176471,89.56731483781606,-0.9674917539686644,0.9674917539686644,47.23636210552891
206,1016,Suchitepéquez,San Juan Bautista,778.4620584706773,1508.2759179852394,313.9148725966849,-2.504514757143045,2.504514757143045,752,2170,34.654377880184335,2489.442853396671,30.20756226534577,42.94117647058823,28.52941176470588,35.73529411764706,89.49957146849411,-1.4793901194838024,1.4793901194838024,52.8664410344947
207,0805,Totonicapán,Momostenango,325.59833835826555,544.2186537897337,119.92458481448308,-1.9434478123506969,1.9434478123506969,6357,30781,20.652350475942956,9162.49021101223,69.38070168260194,21.47058823529412,70.29411764705881,45.882352941176464,89.16995844903197,-1.3718925780615356,1.3718925780615356,62.94565946399986
208,1612,Alta Verapaz,Cahabón,1068.8745548783002,1445.9775441684528,262.495707447714,-1.4514214336813107,1.4514214336813107,12398,16504,75.12118274357732,46287.90723700216,26.7845334560495,98.23529411764706,23.823529411764703,61.02941176470589,88.57939632025646,-1.698514599452606,1.698514599452606,103.65934687835758
209,1502,Baja Verapaz,San Miguel Chicaj,449.63546316716287,636.7067184506385,155.39242768672088,-1.4579223413459703,1.4579223413459703,3798,11096,34.22855082912761,4244.504512211686,89.48040905771057,41.76470588235294,79.41176470588235,60.588235294117645,88.33294185802055,-1.8659537134173727,1.8659537134173727,113.05484263646436
210,1421,Quiché,Pachalum,364.3801394395276,673.2736065494029,146.01164386019076,-2.457409037668456,2.457409037668456,689,2673,25.776281331836888,1629.937825724841,42.27155104481353,28.235294117647054,43.52941176470589,35.88235294117647,88.17761841045636,-1.7256172537462902,1.7256172537462902,61.91920734030806
211,0910,Quetzaltenango,San Mateo,874.0767825031561,1515.2903764606278,240.7033178714228,-2.6198233210543203,2.6198233210543203,273,3083,8.855011352578657,481.2989851520593,56.72149919737514,7.941176470588235,58.52941176470589,33.23529411764706,87.07059861151123,-1.4755012148733082,1.4755012148733082,49.03871684725995
212,0301,Sacatepéquez,Antigua Guatemala,322.2571909654264,673.5686405620521,131.24946982128176,-2.774772191169081,2.774772191169081,1405,20907,6.720237241115416,2550.965075795215,55.077194640229166,5.0,57.647058823529406,31.323529411764703,86.9156583410315,-1.0971771679743016,1.0971771679743016,34.36746129095974
213,1109,Retalhuleu,El Asintal,1085.4987958624,1788.0067258025224,311.74488134747486,-2.3159107813485167,2.3159107813485167,3243,10123,32.03595772004346,8464.031028906044,38.315076928766295,36.17647058823529,38.82352941176471,37.5,86.84665430056937,-1.0594273787653987,1.0594273787653987,39.72852670370245
214,1417,Quiché,San Bartolomé Jocotenango,398.6353768602759,729.8925473336144,155.93768250796947,-2.261949028498674,2.261949028498674,918,3064,29.96083550913838,2125.994825089373,43.17978525471759,32.05882352941177,44.70588235294118,38.38235294117648,86.81892594678736,-1.825182932651548,1.825182932651548,70.05481550324326
215,1604,Alta Verapaz,Tactic,644.9304911375222,1051.06250065869,217.23433375520173,-1.8790237865866124,1.8790237865866124,3185,14050,22.669039145907472,4656.540886886694,68.3984115541494,23.52941176470588,68.82352941176471,46.1764705882353,86.76668661591123,-2.060608843121193,2.060608843121193,95.15164363824331
216,1211,San Marcos,San Rafael Pie De La Cuesta,1253.6928095245148,1931.046176922189,362.165139907718,-2.00282316182439,2.00282316182439,1804,5419,33.29027495847942,3939.4927089922,45.7926980263786,38.82352941176471,47.647058823529406,43.23529411764706,86.59264846711334,-1.0123769832122758,1.0123769832122758,43.77041662711898
217,0507,Escuintla,La Gomera,570.4316482921026,1151.1834787419027,235.2033963522672,-2.6461236255747744,2.6461236255747744,5820,13935,41.76533907427341,49310.74131833184,11.80270230055606,56.76470588235294,8.529411764705882,32.64705882352941,86.38815365847059,-1.6638299640346643,1.6638299640346643,54.31915470819052
218,1603,Alta Verapaz,San Cristóbal Verapaz,559.6464925059444,909.48401587799,174.7231911713619,-2.004608140475044,2.004608140475044,7297,20279,35.98303663888752,17970.514477447196,40.605403975259904,45.588235294117645,40.588235294117645,43.088235294117645,86.37502722929234,-2.24100935850386,2.24100935850386,96.56113853553396
219,1315,Huehuetenango,Todos Santos Cuchumatán,730.7722541620981,1028.960365022518,217.5794004557392,-1.402218964895061,1.402218964895061,3862,6567,58.80919750266484,11225.3792025347,34.40418297074505,87.94117647058823,34.705882352941174,61.3235294117647,85.98901593547653,-1.3659044222921888,1.3659044222921888,83.76208001409451
220,1309,Huehuetenango,San Ildefonso Ixtahuacán,640.2283894336556,755.919275799175,149.32956611397412,-1.0028018198590756,1.0028018198590756,9104,13444,67.71794108896162,11198.143258517695,81.2991921055768,93.82352941176472,76.47058823529412,85.14705882352942,85.38562554388307,-1.1904097999326668,1.1904097999326668,101.35989325897268
221,1312,Huehuetenango,La Democracia,613.42801282094,847.5509067120407,189.6253889318366,-1.4555660723018653,1.4555660723018653,8109,15707,51.62666327115299,19496.073696645428,41.592990087000274,74.70588235294117,42.35294117647059,58.52941176470589,85.19342599649153,-1.4935385903843286,1.4935385903843286,87.41593514308276
222,0801,Totonicapán,Totonicapán,354.6776783122936,694.9582894616332,154.79012670116526,-2.372509814558149,2.372509814558149,4604,40719,11.30676097153663,7826.328410062772,58.82707393265488,10.0,61.1764705882353,35.58823529411765,84.43343751809884,-1.5195166757580414,1.5195166757580414,54.07691699021266
223,1611,Alta Verapaz,Lanquín,1269.271421394115,1657.1473471346867,319.5980298298211,-1.3285967575267474,1.3285967575267474,4866,6028,80.72329130723291,16516.66459704689,29.461154044806484,99.11764705882354,27.94117647058824,63.52941176470589,84.40497047816984,-2.015195437570443,2.015195437570443,128.02418073976932
224,0613,Santa Rosa,Pueblo Nuevo Viñas,692.1255222849111,1171.8592219042594,219.6366533207205,-2.40369293473077,2.40369293473077,3526,8702,40.51942082279936,18321.797216778028,19.24483694629638,53.52941176470589,16.470588235294116,35.0,84.12925271557695,-1.3145395837007532,1.3145395837007532,46.00888542952636
225,0922,Quetzaltenango,Flores Costa Cuca,1106.5470973318995,1746.308052218946,332.9876726916117,-1.8761578771525456,1.8761578771525456,2516,6491,38.76136188568788,6646.87022455918,37.85240143103382,50.882352941176464,38.52941176470589,44.70588235294117,83.87529333152555,-0.606408289903868,0.606408289903868,27.110017666290567
226,0603,Santa Rosa,Santa Rosa De Lima,610.8149104311834,1078.2279771281694,194.4955596021213,-2.5095649615819218,2.5095649615819218,2314,6429,35.99315601182143,9898.653592561232,23.37691665196724,45.88235294117647,20.588235294117645,33.23529411764706,83.40612960551681,-1.202822262328512,1.202822262328512,39.97615165974173
227,0207,El Progreso,Sanarate,291.7203800590315,562.7867003738043,134.01539834303213,-2.107726970695569,2.107726970695569,2535,14954,16.95198609067808,4275.052309754498,59.29752003772736,17.352941176470587,61.47058823529412,39.41176470588236,83.06923943329595,-2.0521435581845573,2.0521435581845573,80.87859905786196
228,1210,San Marcos,Tejutla,554.9566104562756,690.4984823092752,127.39895539367237,-1.1563949217121694,1.1563949217121694,5031,9547,52.69718236095108,7851.071638135151,64.08042407310148,77.94117647058823,65.58823529411765,71.76470588235294,82.98834144052039,-0.8505403897865204,0.8505403897865204,61.03878091409146
229,2214,Jutiapa,Moyuta,663.1141239628269,1037.618057577968,208.57601055190463,-1.8422174394310813,1.8422174394310813,5908,11900,49.64705882352941,27997.53622949437,21.101856790441943,72.05882352941177,17.941176470588236,45.0,82.89978477439867,-2.0203900311080494,2.0203900311080494,90.91755139986222
230,1330,Huehuetenango,Santiago Chimaltenango,704.4641567843643,906.3596941693884,179.10884249663167,-1.148367666813818,1.148367666813818,1916,3117,61.469361565607954,3714.198002555073,51.58583356842969,89.41176470588236,54.41176470588235,71.91176470588235,82.58114545175839,-1.2326153497953949,1.2326153497953949,88.6395450073453
231,1413,Quiché,Nebaj,966.0115295475752,1515.3924190359894,319.1160314421374,-1.8552808213456284,1.8552808213456284,8759,21540,40.66388115134633,25433.59983671,34.438695490355066,53.8235294117647,35.0,44.41176470588235,82.39629530093819,-1.9432447331599425,1.9432447331599425,86.3029278550445
232,1420,Quiché,Ixcán,1447.9893037502263,2004.778447658996,404.4784901346387,-1.322672314924364,1.322672314924364,19618,29071,67.48305871831035,62848.92457464198,31.21453570251764,93.52941176470588,30.294117647058822,61.91176470588236,81.88897714458194,-1.8791876815043544,1.8791876815043544,116.3438255754902
233,1324,Huehuetenango,San Antonio Huista,896.8969459767228,1311.9942841607462,299.75077861767915,-1.60994895002686,1.60994895002686,2567,5295,48.47969782813976,7932.473012809266,32.3606521680545,69.70588235294117,31.76470588235294,50.73529411764706,81.6812334940098,-1.4246135281254864,1.4246135281254864,72.27818635342541
234,2212,Jutiapa,Jalpatagua,592.512206401429,958.4825036693094,174.09709034417662,-2.192251350443776,2.192251350443776,3453,8865,38.95093062605753,13542.4021436573,25.497692088676025,51.17647058823529,22.35294117647059,36.76470588235294,80.59747611925647,-2.300566351238656,2.300566351238656,84.57964526612706
235,0903,Quetzaltenango,Olintepeque,397.07074085414,729.6954009459037,133.1539170239603,-2.54716102801789,2.54716102801789,999,13431,7.43801652892562,1818.24779623573,54.94300623205501,5.88235294117647,57.35294117647059,31.61764705882353,80.53523838585976,-1.4058713877353195,1.4058713877353195,44.450345347513775
236,0303,Sacatepéquez,Pastores,316.84529609481814,711.7522028228472,142.33409664696933,-2.857114351739861,2.857114351739861,864,6953,12.426290809722422,2022.083299583454,42.7282100681996,12.058823529411764,43.8235294117647,27.941176470588232,79.83113629861376,-1.2520837210505462,1.2520837210505462,34.98469220582408
237,0803,Totonicapán,San Francisco El Alto,307.8445582849613,548.690847813397,115.82724135237407,-2.170073000192336,2.170073000192336,2554,18310,13.948661933369744,4425.471273830922,57.71136771585284,13.823529411764708,59.70588235294117,36.76470588235294,79.78209559530647,-1.3173009536638525,1.3173009536638525,48.430182119994576
238,2209,Jutiapa,El Adelanto,573.4405331152726,909.3504939515228,187.01579972366176,-1.903067490176377,1.903067490176377,556,1840,30.217391304347824,1147.805898966648,48.44024590747949,32.94117647058823,50.882352941176464,41.91176470588235,79.76091686768639,-2.2195437594518133,2.2195437594518133,93.02499580055392
239,1329,Huehuetenango,San Gaspar Ixchil,663.509699834335,775.182784999102,153.85100321925404,-0.8318129918705459,0.8318129918705459,2247,2628,85.50228310502283,1796.7503079763974,125.05911311242237,100.0,89.70588235294117,94.85294117647058,78.89990878772089,-1.1114808033518733,1.1114808033518733,105.4272232591115
240,1007,Suchitepéquez,San Lorenzo,585.4233694840017,1124.4847638565886,232.6083146418275,-2.22940626750042,2.22940626750042,1816,3963,45.82387080494575,22513.949605108763,8.066110264313293,65.0,4.705882352941177,34.85294117647059,77.701365499647,-1.737180638073102,1.737180638073102,60.54585459166547
241,1310,Huehuetenango,Santa Bárbara,545.8256785595198,652.2685046874849,128.45057001235688,-0.8943013490491812,0.8943013490491812,6457,7988,80.8337506259389,8339.281921488559,77.4287290055716,99.41176470588236,74.11764705882354,86.76470588235294,77.59379352044367,-1.096517138737768,1.096517138737768,95.13898703754164
242,2215,Jutiapa,Pasaco,704.0235780125855,1067.3703315772077,225.2805060991107,-1.7221699285267968,1.7221699285267968,1369,2648,51.69939577039275,8521.213068623883,16.06578768744582,75.0,12.941176470588236,43.97058823529412,75.72482479845768,-1.834200365126004,1.834200365126004,80.65086899598164
243,0201,El Progreso,Guastatoya,250.65890790339657,469.8364198727609,128.82658094937884,-1.934896601338068,1.934896601338068,1071,9940,10.774647887323944,1575.299802140862,67.98705862493544,9.411764705882351,68.52941176470588,38.97058823529412,75.40405872861588,-1.9011898249995,1.9011898249995,74.0904858271864
244,1321,Huehuetenango,Tectitán,471.5000496296615,619.5497653228613,113.84028723366858,-1.4203341800953466,1.4203341800953466,1110,1735,63.97694524495677,5990.585691258138,18.5290730690955,90.88235294117646,15.294117647058824,53.088235294117645,75.40303514917943,-1.2112052131809083,1.2112052131809083,64.30074734680998
245,1106,Retalhuleu,San Andrés Villa Seca,683.7446818996585,1212.4387892195662,247.24728014941272,-2.185308189122371,2.185308189122371,5077,11972,42.40728366187771,36022.10641398254,14.094123041148098,58.235294117647065,10.588235294117649,34.411764705882355,75.20031121391689,-1.576332883635737,1.576332883635737,54.24439628981801
246,0919,Quetzaltenango,El Palmar,1204.554947582592,2004.0110409348204,329.6186510198038,-2.5723112975633726,2.5723112975633726,2773,8512,32.577537593984964,12073.395297520809,22.967855616964822,37.35294117647059,20.294117647058822,28.823529411764703,74.1430903415325,-1.5106278532183282,1.5106278532183282,43.541626357469454
247,1207,San Marcos,Tacaná,728.5995494849527,958.8829618267606,161.68547798418888,-1.5916078857264,1.5916078857264,3843,9095,42.2539857064321,11199.620085945,34.3136639502869,57.94117647058824,34.411764705882355,46.1764705882353,73.49483472324847,-1.1215272559079097,1.1215272559079097,51.78817034633583
248,0904,Quetzaltenango,San Carlos Sija,361.7138590227779,536.5019200319409,108.79745441103373,-1.687615850770634,1.687615850770634,2632,6442,40.856876746352064,8284.925387562564,31.76854198290297,55.294117647058826,31.176470588235293,43.23529411764706,72.96456766567152,-1.1434142111846282,1.1434142111846282,49.4358497188648
249,2210,Jutiapa,Zapotitlán,649.1473131468057,988.7031916194172,182.0261909854062,-2.0024935161761377,2.0024935161761377,1071,2845,37.64499121265378,4077.2102802734335,26.267960845232007,49.11764705882353,23.52941176470588,36.3235294117647,72.73763213169205,-2.4319190369930697,2.4319190369930697,88.33588266724826
250,0917,Quetzaltenango,Colomba,1241.8327260677709,1914.814707702928,316.5981828058234,-2.280751667381397,2.280751667381397,4866,14639,33.2399754081563,17841.766405961327,27.27308434199745,37.94117647058823,24.41176470588235,31.17647058823529,71.10578727718472,-1.0394232732594826,1.0394232732594826,32.405549107501514
251,1331,Huehuetenango,Santa Ana Huista,500.6713235498344,793.0571808907923,209.34050582685984,-1.6320660702852847,1.6320660702852847,1646,3171,51.90791548407442,10949.293251497944,15.032933744603245,75.88235294117646,10.882352941176473,43.382352941176464,70.80286628443514,-1.6392097072378615,1.6392097072378615,71.11277406399545
252,1901,Zacapa,Zacapa,311.8926965924995,664.0155717788689,155.59196709103114,-2.251094434547555,2.251094434547555,3687,24262,15.196603742477947,8162.760008534306,45.16854588576876,15.588235294117649,47.05882352941176,31.323529411764703,70.51222272921017,-2.173742063154368,2.173742063154368,68.08927344880593
253,1224,San Marcos,San José Ojetenam,669.8633383032304,807.2155594768583,142.06001112946743,-1.1471253156529353,1.1471253156529353,1902,3960,48.03030303030303,3699.542252273736,51.41176584295077,68.52941176470588,53.8235294117647,61.17647058823529,70.17707813406192,-0.8316736008596799,0.8316736008596799,50.87885558200394
254,0511,Escuintla,Palín,645.501282715391,1243.3611662532455,204.72369759478812,-2.853469391826861,2.853469391826861,1991,25510,7.804782438259506,4777.756345102644,41.672279961301086,6.470588235294119,42.64705882352941,24.558823529411764,70.0778512404538,-1.2095934418376744,1.2095934418376744,29.70619188042524
255,0408,Chimaltenango,Pochuta,896.8129128256749,1740.7513336797567,328.2262983753185,-2.657860771274322,2.657860771274322,870,2593,33.55187042036251,5417.618006597054,16.058718036978572,40.0,12.647058823529411,26.323529411764707,69.96427618501525,-1.44527810612148,1.44527810612148,38.04482073466838
256,0208,El Progreso,San Antonio La Paz,276.64915621247565,578.0544676737322,134.50533234946002,-2.298140864081928,2.298140864081928,1688,7260,23.25068870523416,4755.423874880884,35.49630999071101,25.0,35.88235294117647,30.44117647058824,69.9581115977881,-1.9068049846518689,1.9068049846518689,58.04538703278483
257,1003,Suchitepéquez,San Francisco Zapotitlán,947.475076722164,1812.9354303231369,325.16874872535385,-2.810094360769936,2.810094360769936,1255,8342,15.044353871973149,3703.360840188818,33.88813713156866,15.294117647058824,34.11764705882353,24.705882352941178,69.42586067784548,-1.598264790746972,1.598264790746972,39.48654188904284
258,0606,Santa Rosa,Oratorio,667.0776285697353,1083.9339115758314,206.10588344535773,-2.0868016306399726,2.0868016306399726,2978,7941,37.50157410905428,14084.8526603415,21.143281167470843,47.94117647058824,18.235294117647054,33.08823529411765,69.04858336676381,-2.0152048699164777,2.0152048699164777,66.67957290164817
259,0508,Escuintla,Guanagazapa,806.1557114484605,1362.324178571676,270.2549364334725,-2.326033515429391,2.326033515429391,1306,3207,40.72341752416589,16217.643412256088,8.052957922437871,54.41176470588235,4.411764705882353,29.41176470588235,68.41275045380561,-1.2969874016674603,1.2969874016674603,38.14668828433707
260,2205,Jutiapa,Asunción Mita,526.5526818649676,825.0267459750874,137.04358512582877,-2.2015273698684146,2.2015273698684146,5809,17608,32.99068605179464,22217.25809599641,26.146340718105048,37.64705882352941,23.235294117647054,30.44117647058824,67.01708317099438,-2.8117574171513584,2.8117574171513584,85.59320372798989
261,1904,Zacapa,Gualán,619.5297459834705,977.2239900819606,198.06439072139463,-1.712941955526752,1.712941955526752,6100,15485,39.392960929932194,21881.38779197859,27.877573662106453,52.05882352941177,25.882352941176475,38.97058823529412,66.75435561979255,-2.192469038773166,2.192469038773166,85.44180812866016
262,1408,Quiché,San Antonio Ilotenango,356.8306457504505,658.324681447824,146.6798644492502,-2.2031167562111653,2.2031167562111653,1866,8046,23.19164802386279,5190.281908651931,35.951804407569355,24.41176470588235,36.17647058823529,30.29411764705882,66.74147820286764,-1.6831410737579036,1.6831410737579036,50.98927370501884
263,1325,Huehuetenango,San Sebastián Coatán,816.0918248076423,1367.798564648775,330.84732354899387,-1.814190066097852,1.814190066097852,1005,2322,43.281653746770026,6361.544645915436,15.79804993815899,60.588235294117645,12.058823529411764,36.3235294117647,65.89778622443669,-1.867414205726848,1.867414205726848,67.83107482566638
264,1105,Retalhuleu,San Felipe,1176.9540511635323,2092.907965518403,350.6397481871449,-2.689482138742411,2.689482138742411,1101,8804,12.505679236710586,3031.117448900048,36.32323783426928,12.352941176470589,36.47058823529412,24.41176470588235,65.65500515165297,-1.474916893235992,1.474916893235992,36.00532415840804
265,1803,Izabal,El Estor,1120.88979527865,1493.7811196449093,233.0953785211317,-1.474769697754682,1.474769697754682,9076,19779,45.88705192375752,36178.96437143149,25.086400779251743,65.29411764705883,22.058823529411764,43.6764705882353,64.41273532840303,-1.8447024489386703,1.8447024489386703,80.57009225511545
266,0206,El Progreso,Sansare,250.79025128966364,493.7283168592882,119.29226852926068,-2.139349848000607,2.139349848000607,1006,4113,24.459032336494044,3039.800266988378,33.09427961188629,26.764705882352946,33.23529411764706,30.0,64.1804954400182,-1.96767367435485,1.96767367435485,59.0302102306455
